query_index,cf_id,etfruit,eatveg,cgtsmok,alcfreq,slprl,paccnois,bmi,dosprt,hltprhc,risk_before,target_risk,predicted_risk_after,valid,cf_gen_time_sec
2,cf_9,,,,,,,34.27286,,0.0,0.15666666666666668,0.07833333333333334,0.08333333333333333,False,
2,cf_10,,,,,,1,34.74929,,0.0,0.15666666666666668,0.07833333333333334,0.14666666666666667,False,
3,original,3,3,6,6,2,0,24.3417582863402,1,,0.02,0.01,,,0.34
3,cf_1,,,,,,,17.96246,4,0.0,0.02,0.01,0.18666666666666668,False,
3,cf_2,4,,4,,,,,,0.0,0.02,0.01,0.12077777777777778,False,
3,cf_3,,,1,,3,,,,0.0,0.02,0.01,0.14333333333333334,False,
3,cf_4,,,,5,,,20.74871,,0.0,0.02,0.01,0.16577777777777777,False,
3,cf_5,,,,,,,38.82733,,0.0,0.02,0.01,0.11,False,
3,cf_6,,7,,,,,,,0.0,0.02,0.01,0.11666666666666667,False,
3,cf_7,,4,,,,,31.74046,,0.0,0.02,0.01,0.10333333333333333,False,
3,cf_8,,,3,,,,22.74592,,0.0,0.02,0.01,0.12,False,
3,cf_9,,,,,,,27.43405,,0.0,0.02,0.01,0.05333333333333334,False,
3,cf_10,5,,,,,,,5,0.0,0.02,0.01,0.09666666666666666,False,
4,original,5,4,2,7,1,0,21.2585034013605,3,,0.02666666666666667,0.013333333333333334,,,0.33
4,cf_1,,,,4,,,,7,0.0,0.02666666666666667,0.013333333333333334,0.02,False,
4,cf_2,,,,3,4,,,,0.0,0.02666666666666667,0.013333333333333334,0.07,False,
4,cf_3,,,5,,,1,,,0.0,0.02666666666666667,0.013333333333333334,0.023333333333333334,False,
4,cf_4,,,3,2,,,,,0.0,0.02666666666666667,0.013333333333333334,0.0033333333333333335,True,
4,cf_5,4,2,,,,,,,0.0,0.02666666666666667,0.013333333333333334,0.01,True,
4,cf_6,2,,,5,,,,,0.0,0.02666666666666667,0.013333333333333334,0.04,False,
4,cf_7,,,,,,,36.91399,1,0.0,0.02666666666666667,0.013333333333333334,0.09666666666666666,False,
4,cf_8,,,,,,1,39.72722,,0.0,0.02666666666666667,0.013333333333333334,0.14,False,
4,cf_9,,2,,4,,,,,0.0,0.02666666666666667,0.013333333333333334,0.03,False,
4,cf_10,4,5,,,,,,,0.0,0.02666666666666667,0.013333333333333334,0.016666666666666666,False,
5,original,2,2,1,2,4,0,27.9903628117914,0,,0.32666666666666666,0.16333333333333333,,,99.06
5,cf_1,,,,,1,,39.38851,,0.0,0.32666666666666666,0.16333333333333333,0.16333333333333333,True,
5,cf_2,,,,3,,,,7,0.0,0.32666666666666666,0.16333333333333333,0.03666666666666667,True,
5,cf_3,,,,,,,28.57163,2,0.0,0.32666666666666666,0.16333333333333333,0.14333333333333334,True,
5,cf_4,,1,,7,,,,,0.0,0.32666666666666666,0.16333333333333333,0.24666666666666667,False,
5,cf_5,,,,,1,,23.86295,,0.0,0.32666666666666666,0.16333333333333333,0.04666666666666667,True,
5,cf_6,7,,,,1,,,,0.0,0.32666666666666666,0.16333333333333333,0.043333333333333335,True,
5,cf_7,,,,,,,18.30435,,0.0,0.32666666666666666,0.16333333333333333,0.18333333333333332,False,
5,cf_8,,,3,,,,,3,0.0,0.32666666666666666,0.16333333333333333,0.21666666666666667,False,
5,cf_9,,,,6,,,,3,0.0,0.32666666666666666,0.16333333333333333,0.13,True,
5,cf_10,,,6,,,,22.89624,,0.0,0.32666666666666666,0.16333333333333333,0.17666666666666667,False,
6,original,2,3,5,4,1,0,27.681660899654,4,,0.14666666666666667,0.07333333333333333,,,0.33
6,cf_1,,7,,,,,,7,0.0,0.14666666666666667,0.07333333333333333,0.12666666666666668,False,
6,cf_2,4,,,7,,,,,0.0,0.14666666666666667,0.07333333333333333,0.01,True,
6,cf_3,,2,3,,,,,,0.0,0.14666666666666667,0.07333333333333333,0.10333333333333333,False,
6,cf_4,,,2,2,,,,,0.0,0.14666666666666667,0.07333333333333333,0.06333333333333334,True,
6,cf_5,,,,,,,31.38903,,0.0,0.14666666666666667,0.07333333333333333,0.21,False,
6,cf_6,,,,1,4,,,,0.0,0.14666666666666667,0.07333333333333333,0.19333333333333333,False,
6,cf_7,,,3,,,,18.05558,,0.0,0.14666666666666667,0.07333333333333333,0.0033333333333333335,True,
6,cf_8,,,,6,,,,1,0.0,0.14666666666666667,0.07333333333333333,0.08333333333333333,False,
6,cf_9,,,,,3,,,2,0.0,0.14666666666666667,0.07333333333333333,0.10333333333333333,False,
6,cf_10,,,6,,4,,,,0.0,0.14666666666666667,0.07333333333333333,0.14666666666666667,False,
7,original,2,3,6,3,1,0,20.4381655849977,2,,0.013333333333333334,0.006666666666666667,,,99.47
7,cf_1,,,4,,,,,1,0.0,0.013333333333333334,0.006666666666666667,0.006666666666666667,True,
7,cf_2,,,,,,,20.04006,,0.0,0.013333333333333334,0.006666666666666667,0.01,False,
7,cf_3,,,,,,,33.08025,,0.0,0.013333333333333334,0.006666666666666667,0.04666666666666667,False,
7,cf_4,1,,5,,,,,,0.0,0.013333333333333334,0.006666666666666667,0.09333333333333334,False,
7,cf_5,,,,,4,,28.63824,,0.0,0.013333333333333334,0.006666666666666667,0.07777777777777778,False,
7,cf_6,,,,5,,,,6,0.0,0.013333333333333334,0.006666666666666667,0.11333333333333333,False,
7,cf_7,,,,,4,,18.84324,,0.0,0.013333333333333334,0.006666666666666667,0.049166666666666664,False,
7,cf_8,,,4,,,,35.14605,,0.0,0.013333333333333334,0.006666666666666667,0.15666666666666668,False,
7,cf_9,,,4,,,,,7,0.0,0.013333333333333334,0.006666666666666667,0.02,False,
7,cf_10,,,,,,,30.47913,,0.0,0.013333333333333334,0.006666666666666667,0.07333333333333333,False,
8,original,6,4,1,1,1,0,26.0145681581686,0,,0.09,0.045,,,100.59
8,cf_1,,,,,,,29.96563,,0.0,0.09,0.045,0.09,False,
8,cf_2,,,,,,,17.70465,1,0.0,0.09,0.045,0.09666666666666666,False,
8,cf_3,1,2,,,,,,,0.0,0.09,0.045,0.14,False,
8,cf_4,,,,6,,,18.81924,,0.0,0.09,0.045,0.09333333333333334,False,
8,cf_5,,6,,,,,38.6624,,0.0,0.09,0.045,0.19666666666666666,False,
8,cf_6,,,,3,,,,4,0.0,0.09,0.045,0.0,True,
8,cf_7,,,,5,,,19.639,,0.0,0.09,0.045,0.013333333333333334,True,
8,cf_8,,,,,,,25.09962,,0.0,0.09,0.045,0.03666666666666667,True,
8,cf_9,,,5,,2,,,,0.0,0.09,0.045,0.06,False,
8,cf_10,5,,,,,,,6,0.0,0.09,0.045,0.03,True,
