query_index,cf_id,etfruit,eatveg,cgtsmok,alcfreq,slprl,paccnois,bmi,dosprt,hltprhc,risk_before,target_risk,predicted_risk_after,valid,cf_gen_time_sec
6,original,2,3,5,4,1,0,27.681660899654,4,,0.14666666666666667,0.07333333333333333,,,2.1
6,cf_1,,,,,,,27.68166,,0.0,0.14666666666666667,0.07333333333333333,0.14666666666666667,False,
6,cf_1,,,,6,,,27.68166,,0.0,0.14666666666666667,0.07333333333333333,0.02666666666666667,True,
6,cf_1,7,,,,,,27.68166,,0.0,0.14666666666666667,0.07333333333333333,0.08666666666666667,False,
6,cf_1,,4,,,,,27.68166,0,0.0,0.14666666666666667,0.07333333333333333,0.14333333333333334,False,
6,cf_1,1,,,,2,,27.68166,,0.0,0.14666666666666667,0.07333333333333333,0.11,False,
6,cf_1,,,4,7,,,27.68166,,0.0,0.14666666666666667,0.07333333333333333,0.06,True,
6,cf_1,,,4,,4,,27.68166,,0.0,0.14666666666666667,0.07333333333333333,0.17333333333333334,False,
6,cf_1,,,1,,2,,27.68166,,0.0,0.14666666666666667,0.07333333333333333,0.01,True,
6,cf_1,,1,,,,,27.68166,2,0.0,0.14666666666666667,0.07333333333333333,0.06666666666666667,True,
6,cf_1,,7,2,7,,,27.68166,,0.0,0.14666666666666667,0.07333333333333333,0.06666666666666667,True,
7,original,2,3,6,3,1,0,20.4381655849977,2,,0.013333333333333334,0.006666666666666667,,,2.1
7,cf_1,,,,,,,20.43817,,0.0,0.013333333333333334,0.006666666666666667,0.013333333333333334,False,
7,cf_1,,1,,,,,20.43817,,0.0,0.013333333333333334,0.006666666666666667,0.22333333333333333,False,
7,cf_1,,,1,6,,,20.43817,,0.0,0.013333333333333334,0.006666666666666667,0.023333333333333334,False,
7,cf_1,3,,,,,1,20.43817,,0.0,0.013333333333333334,0.006666666666666667,0.056666666666666664,False,
7,cf_1,,,,4,,,20.44914,,0.0,0.013333333333333334,0.006666666666666667,0.055,False,
7,cf_1,,5,5,,2,,20.43817,,0.0,0.013333333333333334,0.006666666666666667,0.12,False,
7,cf_1,,1,,1,,,20.43817,3,0.0,0.013333333333333334,0.006666666666666667,0.09,False,
7,cf_1,,1,,7,2,,20.43817,,0.0,0.013333333333333334,0.006666666666666667,0.07,False,
7,cf_1,,2,,5,4,,20.43817,,0.0,0.013333333333333334,0.006666666666666667,0.03666666666666667,False,
7,cf_1,,,,2,2,,20.43817,7,0.0,0.013333333333333334,0.006666666666666667,0.016666666666666666,False,
8,original,6,4,1,1,1,0,26.0145681581686,0,,0.09,0.045,,,2.1
8,cf_1,,,,,,,26.01457,,0.0,0.09,0.045,0.09,False,
8,cf_1,4,,4,4,,,26.01457,,0.0,0.09,0.045,0.006666666666666667,True,
8,cf_1,3,5,,,,,26.01457,7,0.0,0.09,0.045,0.006666666666666667,True,
8,cf_1,4,5,,,,1,26.01457,,0.0,0.09,0.045,0.1,False,
8,cf_1,1,2,,4,,,26.01457,,0.0,0.09,0.045,0.06333333333333334,False,
8,cf_1,4,,,6,,,26.02305,,0.0,0.09,0.045,0.18333333333333332,False,
8,cf_1,2,,,3,4,,26.01457,3,0.0,0.09,0.045,0.10666666666666667,False,
8,cf_1,2,6,6,,2,,26.01457,,0.0,0.09,0.045,0.12333333333333334,False,
8,cf_1,2,1,,7,,,26.01457,4,0.0,0.09,0.045,0.016666666666666666,True,
8,cf_1,4,5,,7,,,26.01457,4,0.0,0.09,0.045,0.02,True,
